"Nombre","Tama?o_KB","Ultimo_Giro","Estado","Bot_Asignado"
"UA.js","4,94","31/01/2026 19:39:13","ACTIVO","N?cleo"
"UG.js","5,09","31/01/2026 19:39:13","ACTIVO","N?cleo"
"US.js","5,18","31/01/2026 19:39:13","ACTIVO","N?cleo"
"UY.js","4,1","31/01/2026 19:39:13","ACTIVO","N?cleo"
"UZ.js","4,59","31/01/2026 19:39:13","ACTIVO","N?cleo"
"VA.js","3,35","31/01/2026 19:39:13","ACTIVO","N?cleo"
"VC.js","4,08","31/01/2026 19:39:13","ACTIVO","N?cleo"
"VE.js","4,19","31/01/2026 19:39:13","ACTIVO","N?cleo"
"VG.js","3,97","31/01/2026 19:39:13","ACTIVO","N?cleo"
"VI.js","3,96","31/01/2026 19:39:13","ACTIVO","N?cleo"
"VN.js","5,51","31/01/2026 19:39:13","ACTIVO","N?cleo"
"VU.js","3,88","31/01/2026 19:39:13","ACTIVO","N?cleo"
"WF.js","3,31","31/01/2026 19:39:13","ACTIVO","N?cleo"
"WS.js","3,85","31/01/2026 19:39:13","ACTIVO","N?cleo"
"YE.js","4,42","31/01/2026 19:39:13","ACTIVO","N?cleo"
"YT.js","4,23","31/01/2026 19:39:13","ACTIVO","N?cleo"
"ZA.js","4,86","31/01/2026 19:39:13","ACTIVO","N?cleo"
"ZM.js","4,89","31/01/2026 19:39:13","ACTIVO","N?cleo"
"ZW.js","4,96","31/01/2026 19:39:13","ACTIVO","N?cleo"
"agents.js","23,84","31/01/2026 19:39:05","ACTIVO","N?cleo"
"browsers.js","0,21","31/01/2026 19:39:09","ACTIVO","N?cleo"
"browserVersions.js","2,29","31/01/2026 19:39:09","ACTIVO","N?cleo"
"features.js","30,28","31/01/2026 19:39:12","ACTIVO","N?cleo"
"statuses.js","0,3","31/01/2026 19:39:13","ACTIVO","N?cleo"
"supported.js","0,11","31/01/2026 19:39:13","ACTIVO","N?cleo"
"agents.js","1,41","31/01/2026 19:39:05","ACTIVO","N?cleo"
"browsers.js","0,06","31/01/2026 19:39:09","ACTIVO","N?cleo"
"browserVersions.js","0,07","31/01/2026 19:39:09","ACTIVO","N?cleo"
"feature.js","1,33","31/01/2026 19:39:12","ACTIVO","N?cleo"
"features.js","0,14","31/01/2026 19:39:12","ACTIVO","N?cleo"
"index.js","0,19","31/01/2026 19:39:12","ACTIVO","N?cleo"
"region.js","0,54","31/01/2026 19:39:13","ACTIVO","N?cleo"
"package.json","0,72","31/01/2026 19:39:13","ACTIVO","N?cleo"
"README.md","0,16","31/01/2026 19:39:13","ACTIVO","N?cleo"
"index.js","6,29","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package.json","1,17","31/01/2026 19:39:04","ACTIVO","N?cleo"
"readme.md","10,52","31/01/2026 19:39:05","ACTIVO","N?cleo"
"templates.js","3,06","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","2,99","31/01/2026 19:39:01","ACTIVO","N?cleo"
"package.json","0,02","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","2,47","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","0,02","31/01/2026 19:39:03","ACTIVO","N?cleo"
"LICENSE.md","1,72","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","1,58","31/01/2026 19:39:03","ACTIVO","N?cleo"
"README.md","0,06","31/01/2026 19:39:05","ACTIVO","N?cleo"
"print-chrome-path.js","0,83","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","0,18","31/01/2026 19:39:05","ACTIVO","N?cleo"
"chrome-finder.js","18,78","31/01/2026 19:39:04","ACTIVO","N?cleo"
"chrome-launcher.js","28,28","31/01/2026 19:39:04","ACTIVO","N?cleo"
"flags.js","4,15","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","0,84","31/01/2026 19:39:05","ACTIVO","N?cleo"
"random-port.js","1,96","31/01/2026 19:39:06","ACTIVO","N?cleo"
"utils.js","9,77","31/01/2026 19:39:06","ACTIVO","N?cleo"
"chrome-flags-for-tools.md","19,43","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","0,45","31/01/2026 19:39:00","ACTIVO","N?cleo"
"package.json","0,67","31/01/2026 19:39:01","ACTIVO","N?cleo"
"readme.md","1,03","31/01/2026 19:39:01","ACTIVO","N?cleo"
"changelog.md","9,68","31/01/2026 19:39:06","ACTIVO","N?cleo"
"compiled-check.js","0,33","31/01/2026 19:39:05","ACTIVO","N?cleo"
"contributing.md","0,55","31/01/2026 19:39:06","ACTIVO","N?cleo"
"manual-chrome-launcher.js","1,53","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","1,26","31/01/2026 19:39:06","ACTIVO","N?cleo"
"README.md","6,71","31/01/2026 19:39:06","ACTIVO","N?cleo"
"tsconfig.json","0,45","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","0,19","31/01/2026 19:39:05","ACTIVO","N?cleo"
"edge-finder.js","17,83","31/01/2026 19:39:06","ACTIVO","N?cleo"
"edge-launcher.js","25,72","31/01/2026 19:39:06","ACTIVO","N?cleo"
"flags.js","3,64","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","0,84","31/01/2026 19:39:06","ACTIVO","N?cleo"
"random-port.js","1,96","31/01/2026 19:39:06","ACTIVO","N?cleo"
"utils.js","8,76","31/01/2026 19:39:06","ACTIVO","N?cleo"
"edge-flags-for-tools.md","11,76","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","0,45","31/01/2026 19:39:00","ACTIVO","N?cleo"
"package.json","0,67","31/01/2026 19:39:01","ACTIVO","N?cleo"
"readme.md","1,03","31/01/2026 19:39:01","ACTIVO","N?cleo"
"changelog.md","6,64","31/01/2026 19:39:04","ACTIVO","N?cleo"
"compiled-check.js","0,34","31/01/2026 19:39:04","ACTIVO","N?cleo"
"manual-edge-launcher.js","1,52","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","1,15","31/01/2026 19:39:05","ACTIVO","N?cleo"
"README.md","6,26","31/01/2026 19:39:04","ACTIVO","N?cleo"
"tsconfig.json","0,45","31/01/2026 19:39:05","ACTIVO","N?cleo"
"CHANGELOG.md","1,96","31/01/2026 19:39:04","ACTIVO","N?cleo"
"index.js","1,7","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package.json","0,78","31/01/2026 19:39:04","ACTIVO","N?cleo"
"README.md","4,05","31/01/2026 19:39:05","ACTIVO","N?cleo"
"vendors.json","2,96","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","0,54","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","0,71","31/01/2026 19:39:01","ACTIVO","N?cleo"
"readme.md","0,73","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","0,4","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","0,92","31/01/2026 19:39:02","ACTIVO","N?cleo"
"readme.md","1,34","31/01/2026 19:39:03","ACTIVO","N?cleo"
"spinners.json","25,65","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","9,44","31/01/2026 19:39:03","ACTIVO","N?cleo"
"string-utils.js","0,99","31/01/2026 19:39:03","ACTIVO","N?cleo"
"CHANGELOG.md","4,46","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package.json","1,98","31/01/2026 19:39:04","ACTIVO","N?cleo"
"README.md","2,93","31/01/2026 19:39:05","ACTIVO","N?cleo"
"clone.js","4,29","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,59","31/01/2026 19:39:01","ACTIVO","N?cleo"
"README.md","3,5","31/01/2026 19:39:02","ACTIVO","N?cleo"
"CHANGELOG.md","1,38","31/01/2026 19:39:04","ACTIVO","N?cleo"
"conversions.js","16,46","31/01/2026 19:39:04","ACTIVO","N?cleo"
"index.js","1,68","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","0,79","31/01/2026 19:39:04","ACTIVO","N?cleo"
"README.md","2,79","31/01/2026 19:39:05","ACTIVO","N?cleo"
"route.js","2,17","31/01/2026 19:39:05","ACTIVO","N?cleo"
".eslintrc.json","1,13","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","4,51","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","0,54","31/01/2026 19:39:04","ACTIVO","N?cleo"
"README.md","0,38","31/01/2026 19:39:04","ACTIVO","N?cleo"
"test.js","0,17","31/01/2026 19:39:05","ACTIVO","N?cleo"
"CHANGELOG.md","18,37","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","66,36","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package-support.json","0,23","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","1,73","31/01/2026 19:39:05","ACTIVO","N?cleo"
"Readme.md","32,2","31/01/2026 19:39:05","ACTIVO","N?cleo"
"HISTORY.md","1,93","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","1,01","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,28","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","1,75","31/01/2026 19:39:02","ACTIVO","N?cleo"
"browser.js","4,62","31/01/2026 19:39:06","ACTIVO","N?cleo"
"debug.js","4,29","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","0,26","31/01/2026 19:39:06","ACTIVO","N?cleo"
"inspector-log.js","0,36","31/01/2026 19:39:06","ACTIVO","N?cleo"
"node.js","5,87","31/01/2026 19:39:06","ACTIVO","N?cleo"
"CHANGELOG.md","11,43","31/01/2026 19:39:06","ACTIVO","N?cleo"
"component.json","0,31","31/01/2026 19:39:06","ACTIVO","N?cleo"
"karma.conf.js","1,7","31/01/2026 19:39:05","ACTIVO","N?cleo"
"node.js","0,04","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","1,11","31/01/2026 19:39:04","ACTIVO","N?cleo"
"README.md","17,5","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","2,7","31/01/2026 19:39:05","ACTIVO","N?cleo"
"license.md","1,05","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","0,69","31/01/2026 19:39:04","ACTIVO","N?cleo"
"readme.md","1,68","31/01/2026 19:39:05","ACTIVO","N?cleo"
"charset.js","3,01","31/01/2026 19:39:05","ACTIVO","N?cleo"
"encoding.js","4,06","31/01/2026 19:39:05","ACTIVO","N?cleo"
"language.js","3,33","31/01/2026 19:39:05","ACTIVO","N?cleo"
"mediaType.js","5,22","31/01/2026 19:39:06","ACTIVO","N?cleo"
"HISTORY.md","2,52","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","2,44","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","0,97","31/01/2026 19:39:06","ACTIVO","N?cleo"
"README.md","5,2","31/01/2026 19:39:06","ACTIVO","N?cleo"
"HISTORY.md","7,91","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","6,98","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,29","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","9,73","31/01/2026 19:39:03","ACTIVO","N?cleo"
"map.js","0,17","31/01/2026 19:39:02","ACTIVO","N?cleo"
"map.js","1,05","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","0,34","31/01/2026 19:39:01","ACTIVO","N?cleo"
"package.json","0,97","31/01/2026 19:39:00","ACTIVO","N?cleo"
"browser.js","4,62","31/01/2026 19:39:06","ACTIVO","N?cleo"
"debug.js","4,29","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","0,26","31/01/2026 19:39:06","ACTIVO","N?cleo"
"inspector-log.js","0,36","31/01/2026 19:39:06","ACTIVO","N?cleo"
"node.js","5,87","31/01/2026 19:39:06","ACTIVO","N?cleo"
"CHANGELOG.md","11,43","31/01/2026 19:39:06","ACTIVO","N?cleo"
"component.json","0,31","31/01/2026 19:39:06","ACTIVO","N?cleo"
"karma.conf.js","1,7","31/01/2026 19:39:05","ACTIVO","N?cleo"
"node.js","0,04","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","1,11","31/01/2026 19:39:05","ACTIVO","N?cleo"
"README.md","17,5","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","2,7","31/01/2026 19:39:05","ACTIVO","N?cleo"
"license.md","1,05","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","0,69","31/01/2026 19:39:05","ACTIVO","N?cleo"
"readme.md","1,68","31/01/2026 19:39:05","ACTIVO","N?cleo"
"HISTORY.md","73,18","31/01/2026 19:39:04","ACTIVO","N?cleo"
"index.js","5,93","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","1,11","31/01/2026 19:39:04","ACTIVO","N?cleo"
"README.md","9,9","31/01/2026 19:39:05","ACTIVO","N?cleo"
"SECURITY.md","1,7","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","6,4","31/01/2026 19:39:00","ACTIVO","N?cleo"
"package.json","0,79","31/01/2026 19:39:01","ACTIVO","N?cleo"
"README.md","7,25","31/01/2026 19:39:01","ACTIVO","N?cleo"
"compat.js","2,44","31/01/2026 19:39:01","ACTIVO","N?cleo"
"data.json","182,19","31/01/2026 19:39:03","ACTIVO","N?cleo"
"entries.json","582,46","31/01/2026 19:39:06","ACTIVO","N?cleo"
"external.json","0,38","31/01/2026 19:39:06","ACTIVO","N?cleo"
"get-modules-list-for-target-version.js","0,57","31/01/2026 19:39:01","ACTIVO","N?cleo"
"helpers.js","1,78","31/01/2026 19:39:01","ACTIVO","N?cleo"
"index.js","0,36","31/01/2026 19:39:02","ACTIVO","N?cleo"
"modules-by-versions.json","15,85","31/01/2026 19:39:06","ACTIVO","N?cleo"
"modules.json","14,18","31/01/2026 19:39:06","ACTIVO","N?cleo"
"package.json","0,71","31/01/2026 19:39:06","ACTIVO","N?cleo"
"README.md","8,03","31/01/2026 19:39:06","ACTIVO","N?cleo"
"targets-parser.js","2,38","31/01/2026 19:39:02","ACTIVO","N?cleo"
"escape.js","1,35","31/01/2026 19:39:01","ACTIVO","N?cleo"
"readShebang.js","0,54","31/01/2026 19:39:02","ACTIVO","N?cleo"
"resolveCommand.js","1,52","31/01/2026 19:39:03","ACTIVO","N?cleo"
"enoent.js","1,44","31/01/2026 19:39:01","ACTIVO","N?cleo"
"parse.js","2,99","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","1,16","31/01/2026 19:39:01","ACTIVO","N?cleo"
"package.json","1,62","31/01/2026 19:39:03","ACTIVO","N?cleo"
"README.md","4,02","31/01/2026 19:39:03","ACTIVO","N?cleo"
"index.js","0,25","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","0,64","31/01/2026 19:39:01","ACTIVO","N?cleo"
"readme.md","1,43","31/01/2026 19:39:02","ACTIVO","N?cleo"
"browser.js","5,96","31/01/2026 19:39:01","ACTIVO","N?cleo"
"common.js","6,75","31/01/2026 19:39:01","ACTIVO","N?cleo"
"index.js","0,31","31/01/2026 19:39:01","ACTIVO","N?cleo"
"node.js","4,62","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,44","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","21,6","31/01/2026 19:39:02","ACTIVO","N?cleo"
"deep-extend.js","4,19","31/01/2026 19:39:03","ACTIVO","N?cleo"
"CHANGELOG.md","1,13","31/01/2026 19:39:01","ACTIVO","N?cleo"
"index.js","0,05","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,28","31/01/2026 19:39:01","ACTIVO","N?cleo"
"README.md","1,26","31/01/2026 19:39:02","ACTIVO","N?cleo"
"cjs.js","3,95","31/01/2026 19:39:05","ACTIVO","N?cleo"
"umd.js","4,32","31/01/2026 19:39:05","ACTIVO","N?cleo"
"changelog.md","9,56","31/01/2026 19:39:06","ACTIVO","N?cleo"
"index.js","3,22","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","1,12","31/01/2026 19:39:05","ACTIVO","N?cleo"
"readme.md","5,55","31/01/2026 19:39:06","ACTIVO","N?cleo"
"rollup.config.js","0,33","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","0,27","31/01/2026 19:39:01","ACTIVO","N?cleo"
"package.json","0,62","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","0,75","31/01/2026 19:39:02","ACTIVO","N?cleo"
"test.js","1,03","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","0,39","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","0,74","31/01/2026 19:39:01","ACTIVO","N?cleo"
"readme.md","1,34","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","1,48","31/01/2026 19:39:04","ACTIVO","N?cleo"
"History.md","2,2","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","10,68","31/01/2026 19:39:03","ACTIVO","N?cleo"
"package.json","1,3","31/01/2026 19:39:02","ACTIVO","N?cleo"
"Readme.md","9,75","31/01/2026 19:39:03","ACTIVO","N?cleo"
"index.js","4,16","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,1","31/01/2026 19:39:03","ACTIVO","N?cleo"
"README.md","2,4","31/01/2026 19:39:03","ACTIVO","N?cleo"
"detect-libc.js","7,33","31/01/2026 19:39:01","ACTIVO","N?cleo"
"elf.js","0,96","31/01/2026 19:39:01","ACTIVO","N?cleo"
"filesystem.js","1,07","31/01/2026 19:39:01","ACTIVO","N?cleo"
"process.js","0,56","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,25","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","3,14","31/01/2026 19:39:02","ACTIVO","N?cleo"
"cli-options.js","0,28","31/01/2026 19:39:02","ACTIVO","N?cleo"
"env-options.js","0,62","31/01/2026 19:39:02","ACTIVO","N?cleo"
"main.js","9,74","31/01/2026 19:39:03","ACTIVO","N?cleo"
"CHANGELOG.md","16,25","31/01/2026 19:39:04","ACTIVO","N?cleo"
"config.js","0,17","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,57","31/01/2026 19:39:03","ACTIVO","N?cleo"
"README-es.md","16,8","31/01/2026 19:39:04","ACTIVO","N?cleo"
"README.md","22,5","31/01/2026 19:39:04","ACTIVO","N?cleo"
"main.js","2,59","31/01/2026 19:39:02","ACTIVO","N?cleo"
"CHANGELOG.md","4,66","31/01/2026 19:39:03","ACTIVO","N?cleo"
"config.js","0,27","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,3","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","6,26","31/01/2026 19:39:03","ACTIVO","N?cleo"
"index.js","1,64","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package.json","0,84","31/01/2026 19:39:03","ACTIVO","N?cleo"
"README.md","2,56","31/01/2026 19:39:03","ACTIVO","N?cleo"
"chromium-versions.js","1,26","31/01/2026 19:39:00","ACTIVO","N?cleo"
"chromium-versions.json","1","31/01/2026 19:39:02","ACTIVO","N?cleo"
"full-chromium-versions.js","35,13","31/01/2026 19:39:01","ACTIVO","N?cleo"
"full-chromium-versions.json","27,78","31/01/2026 19:39:03","ACTIVO","N?cleo"
"full-versions.js","50,63","31/01/2026 19:39:01","ACTIVO","N?cleo"
"full-versions.json","45,64","31/01/2026 19:39:03","ACTIVO","N?cleo"
"index.js","1,18","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,03","31/01/2026 19:39:03","ACTIVO","N?cleo"
"README.md","6,31","31/01/2026 19:39:04","ACTIVO","N?cleo"
"versions.js","3,45","31/01/2026 19:39:02","ACTIVO","N?cleo"
"versions.json","2,76","31/01/2026 19:39:04","ACTIVO","N?cleo"
"index.js","10,84","31/01/2026 19:39:04","ACTIVO","N?cleo"
"text.js","10,84","31/01/2026 19:39:04","ACTIVO","N?cleo"
"index.js","10,04","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","1,25","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","2,63","31/01/2026 19:39:03","ACTIVO","N?cleo"
"text.js","10,05","31/01/2026 19:39:03","ACTIVO","N?cleo"
"HISTORY.md","0,23","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","1,55","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package.json","1,07","31/01/2026 19:39:03","ACTIVO","N?cleo"
"README.md","3,76","31/01/2026 19:39:04","ACTIVO","N?cleo"
"index.js","3,34","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","0,78","31/01/2026 19:39:02","ACTIVO","N?cleo"
"readme.md","1,5","31/01/2026 19:39:03","ACTIVO","N?cleo"
"error-stack-parser.js","8,51","31/01/2026 19:39:04","ACTIVO","N?cleo"
"error-stack-parser.min.js","5,04","31/01/2026 19:39:05","ACTIVO","N?cleo"
"error-stack-parser.js","8,51","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package.json","1,98","31/01/2026 19:39:05","ACTIVO","N?cleo"
"README.md","2,91","31/01/2026 19:39:05","ACTIVO","N?cleo"
"index.js","0,52","31/01/2026 19:39:00","ACTIVO","N?cleo"
"index.js","0,41","31/01/2026 19:39:01","ACTIVO","N?cleo"
"package.json","1,43","31/01/2026 19:39:01","ACTIVO","N?cleo"
"readme.md","6,83","31/01/2026 19:39:01","ACTIVO","N?cleo"
"index.js","1,33","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package.json","0,42","31/01/2026 19:39:03","ACTIVO","N?cleo"
"Readme.md","0,69","31/01/2026 19:39:04","ACTIVO","N?cleo"
"index.js","0,22","31/01/2026 19:39:04","ACTIVO","N?cleo"
"package.json","0,77","31/01/2026 19:39:04","ACTIVO","N?cleo"
"readme.md","0,54","31/01/2026 19:39:05","ACTIVO","N?cleo"
"esparse.js","4,83","31/01/2026 19:39:04","ACTIVO","N?cleo"
"esvalidate.js","7,56","31/01/2026 19:39:04","ACTIVO","N?cleo"
"esprima.js","276,92","31/01/2026 19:39:05","ACTIVO","N?cleo"
"package.json","4,35","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","2,37","31/01/2026 19:39:03","ACTIVO","N?cleo"
"HISTORY.md","1,69","31/01/2026 19:39:03","ACTIVO","N?cleo"
"index.js","2,42","31/01/2026 19:39:03","ACTIVO","N?cleo"
"package.json","1,28","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","4,1","31/01/2026 19:39:02","ACTIVO","N?cleo"
"event-target-shim.js","23,14","31/01/2026 19:39:04","ACTIVO","N?cleo"
"event-target-shim.umd.js","6,83","31/01/2026 19:39:06","ACTIVO","N?cleo"
"package.json","2,5","31/01/2026 19:39:03","ACTIVO","N?cleo"
"README.md","8,69","31/01/2026 19:39:04","ACTIVO","N?cleo"
"index.js","2","31/01/2026 19:39:02","ACTIVO","N?cleo"
"package.json","0,58","31/01/2026 19:39:01","ACTIVO","N?cleo"
"README.md","0,07","31/01/2026 19:39:02","ACTIVO","N?cleo"
"index.js","0,04","31/01/2026 19:39:07","ACTIVO","N?cleo"
"paths.js","0,05","31/01/2026 19:39:07","ACTIVO","N?cleo"
"entry.js","0,06","31/01/2026 19:39:07","ACTIVO","N?cleo"
"global.js","0,04","31/01/2026 19:39:07","ACTIVO","N?cleo"
"index.js","0,03","31/01/2026 19:39:07","ACTIVO","N?cleo"
"internal.js","0,04","31/01/2026 19:39:07","ACTIVO","N?cleo"
"async-require-module.js","0,13","31/01/2026 19:39:06","ACTIVO","N?cleo"
"babel-preset.js","0,15","31/01/2026 19:39:06","ACTIVO","N?cleo"
"install-global.js","0,21","31/01/2026 19:39:07","ACTIVO","N?cleo"
"unstable-autolinking-exports.js","0,18","31/01/2026 19:39:07","ACTIVO","N?cleo"
"unstable-expo-updates-cli-exports.js","0,18","31/01/2026 19:39:07","ACTIVO","N?cleo"
"index.js","7,02","31/01/2026 19:39:01","ACTIVO","N?cleo"
"package.json","0,89","31/01/2026 19:39:02","ACTIVO","N?cleo"
"README.md","0,33","31/01/2026 19:39:00","ACTIVO","N?cleo"
"require.js","22,95","31/01/2026 19:39:13","ACTIVO","N?cleo"
"AppQuery.js","1,03","31/01/2026 19:39:08","ACTIVO","N?cleo"
"UserQuery.js","1,33","31/01/2026 19:39:13","ACTIVO","N?cleo"
"App.js","0,52","31/01/2026 19:39:08","ACTIVO","N?cleo"
"client.js","4,68","31/01/2026 19:39:09","ACTIVO","N?cleo"
"FileSystemResponseCache.js","6,62","31/01/2026 19:39:11","ACTIVO","N?cleo"
"ResponseCache.js","3,09","31/01/2026 19:39:13","ACTIVO","N?cleo"
"wrapFetchWithCache.js","2,53","31/01/2026 19:39:13","ACTIVO","N?cleo"
"client.js","6,85","31/01/2026 19:39:09","ACTIVO","N?cleo"
"client.types.js","0,12","31/01/2026 19:39:09","ACTIVO","N?cleo"
"wrapFetchWithBaseUrl.js","0,93","31/01/2026 19:39:13","ACTIVO","N?cleo"
"wrapFetchWithOffline.js","0,85","31/01/2026 19:39:13","ACTIVO","N?cleo"
"wrapFetchWithProgress.js","4,43","31/01/2026 19:39:13","ACTIVO","N?cleo"
"wrapFetchWithProxy.js","0,91","31/01/2026 19:39:13","ACTIVO","N?cleo"
"wrapFetchWithUserAgent.js","0,95","31/01/2026 19:39:13","ACTIVO","N?cleo"
"actions.js","5,43","31/01/2026 19:39:06","ACTIVO","N?cleo"
"expoSsoLauncher.js","5,7","31/01/2026 19:39:11","ACTIVO","N?cleo"
"otp.js","6,72","31/01/2026 19:39:12","ACTIVO","N?cleo"
"user.js","5,42","31/01/2026 19:39:13","ACTIVO","N?cleo"
"UserSettings.js","4,94","31/01/2026 19:39:13","ACTIVO","N?cleo"
"endpoint.js","0,96","31/01/2026 19:39:11","ACTIVO","N?cleo"
"getExpoGoIntermediateCertificate.js","0,82","31/01/2026 19:39:11","ACTIVO","N?cleo"
"getExpoSchema.js","3,11","31/01/2026 19:39:11","ACTIVO","N?cleo"
"getNativeModuleVersions.js","1,27","31/01/2026 19:39:11","ACTIVO","N?cleo"
"getProjectDevelopmentCertificate.js","0,86","31/01/2026 19:39:11","ACTIVO","N?cleo"
"getVersions.js","1","31/01/2026 19:39:11","ACTIVO","N?cleo"
"settings.js","0,91","31/01/2026 19:39:13","ACTIVO","N?cleo"
"updateDevelopmentSession.js","2,92","31/01/2026 19:39:13","ACTIVO","N?cleo"
"configAsync.js","5,83","31/01/2026 19:39:09","ACTIVO","N?cleo"
"index.js","3,42","31/01/2026 19:39:11","ACTIVO","N?cleo"
"customizeAsync.js","2,1","31/01/2026 19:39:10","ACTIVO","N?cleo"
"generate.js","3,23","31/01/2026 19:39:11","ACTIVO","N?cleo"
"index.js","1,74","31/01/2026 19:39:11","ACTIVO","N?cleo"
"resolveOptions.js","0,65","31/01/2026 19:39:13","ACTIVO","N?cleo"
"templates.js","6,43","31/01/2026 19:39:13","ACTIVO","N?cleo"
"typescript.js","2,87","31/01/2026 19:39:13","ACTIVO","N?cleo"
"exportEager.js","1,13","31/01/2026 19:39:11","ACTIVO","N?cleo"
"exportEmbedAsync.js","19,85","31/01/2026 19:39:11","ACTIVO","N?cleo"
"exportServer.js","15,34","31/01/2026 19:39:11","ACTIVO","N?cleo"
"index.js","7,54","31/01/2026 19:39:11","ACTIVO","N?cleo"
"resolveOptions.js","5,35","31/01/2026 19:39:13","ACTIVO","N?cleo"
"xcodeCompilerLogger.js","5,27","31/01/2026 19:39:13","ACTIVO","N?cleo"
"exportWebAsync.js","2,12","31/01/2026 19:39:11","ACTIVO","N?cleo"
"index.js","3,27","31/01/2026 19:39:12","ACTIVO","N?cleo"
"resolveOptions.js","0,39","31/01/2026 19:39:13","ACTIVO","N?cleo"
"createMetadataJson.js","2,04","31/01/2026 19:39:10","ACTIVO","N?cleo"
"exportApp.js","17,44","31/01/2026 19:39:11","ACTIVO","N?cleo"
